id,title,postingDate,salary,hours,closingDate,location,state,city,company,jobType,category,jobReference,additionalSalaryInf
4,Construction Fitter,03 November 2023,"£31,339 to £35,892 per year",Full time,03 December 2023,"Basingstoke, Hampshire, RG24 8QQ",South East Englasd,Hampshire,SSE,Permanent,"Energy, Oil & Gas Jobs",547403_1699005431,None
5,Tesco Shift Leader - Days - Kings Worthy Express,03 November 2023,Not specified,Full time,03 December 2023,"Winchester, Hampshire, SO23 7ND",South East Englasd,Hampshire,Tesco,Temporary,"Energy, Oil & Gas Jobs",tesco/TP/671/854120/0,Competitive
6,Tesco Shift Leader - Days - Fordingbridge Express,03 November 2023,Not specified,Full time,01 December 2023,"Fordingbridge, Hampshire, SP6 1AB",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/496/853927/0,Competitive
7,Tesco Shift Leader - Days - Millbrook Wimpson Ln Express,03 November 2023,Not specified,Full time,16 November 2023,"Southampton, Hampshire, SO16 4QF",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/1002/853933/0,Competitive
8,Tesco Shift Leader - Days - Portsmouth Brunel Rd Express,02 November 2023,Not specified,Full time,01 December 2023,"Portsmouth, Hampshire, PO1 2FT",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/4101245/853843/0,Competitive
9,Tesco Shift Leader - Days - Portsmouth Brunel Rd Express,02 November 2023,Not specified,Full time,01 December 2023,"Portsmouth, Hampshire, PO1 2FT",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/4101245/853847/0,Competitive
10,Tesco Shift Leader - Days - Harestock Express,01 November 2023,Not specified,Part time,30 November 2023,"Winchester, Hampshire, SO22 4JN",South East Englasd,Hampshire,Tesco,Temporary,"Energy, Oil & Gas Jobs",tesco/TP/1156/853646/0,Competitive
11,Tesco Shift Leader - Days - Hythe Langdown Lawn Express,01 November 2023,Not specified,Full time,24 November 2023,"Southampton, Hampshire, SO45 5GS",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/3455/853379/0,Competitive
12,EHV Control Engineer,31 October 2023,"£55,573 to £63,643 per year",Full time,30 November 2023,"Portsmouth, Hampshire, PO6 1UJ",South East Englasd,Hampshire,SSE,Permanent,"Energy, Oil & Gas Jobs",544936_1698763678,Shift Allowance
13,Reception Supervisor,31 October 2023,"£22,320 to £24,000 per year",Full time,30 November 2023,RG27 9AZ,South East Englasd,Hampshire,Elite Hotels,Permanent,"Energy, Oil & Gas Jobs",a62822f122994e038203,"Competitive Salary up to £24,000 per annum including Service Charge - 40 hours per week - live in available"
14,Gas Engineer (Domestic Servicing),31 October 2023,£24.50 per hour,Full time,13 November 2023,"Portsmouth, Hampshire, po2 9rn",South East Englasd,Hampshire,Reccom Ltd/,Contract,"Energy, Oil & Gas Jobs",BBBH3297_1698679732,Per service. Contract. O/T available
15,Telecommunications Access to Infrastructure Technician,31 October 2023,"£35,142 to £40,246 per year",Full time,29 November 2023,"New Forest, Hampshire, SO43 7PE",South East Englasd,Hampshire,SSE,Permanent,"Energy, Oil & Gas Jobs",547273_1698653039,None
16,Housekeeping Supervisor,30 October 2023,£9.3 to £10.72 per hour,Full time,29 November 2023,PO15 7AJ,South East Englasd,Hampshire,Daniel Thwaites PLC,Permanent,"Energy, Oil & Gas Jobs",be7e2df222db4b82915c,Competitive Salary
17,Shift Leader,29 October 2023,Not specified,Full time,28 November 2023,"Southampton, SO14 7DT",South East Englasd,Hampshire,Caffe Nero Group Ltd,Permanent,"Energy, Oil & Gas Jobs",cn-14962,£10.60
18,"Gas Engineer (Installs) - Portsmouth, Hampshire",27 October 2023,"£41,596 per year",Full time,10 November 2023,"Portsmouth, Hampshire, PO2 8HB",South East Englasd,Hampshire,VIVID,Permanent,"Energy, Oil & Gas Jobs",951799,Competitive
19,Contracts Liaison Officer,26 October 2023,"£35,142 to £40,246 per year",Full time,25 November 2023,"Andover, Hampshire, SP10 3TS",South East Englasd,Hampshire,SSE,Permanent,"Energy, Oil & Gas Jobs",547312_1698306139,None
20,Jointers Mate progressing to a qualified Joiner,26 October 2023,"£26,609 to £30,472 per year",Full time,25 November 2023,"Portsmouth, Hampshire, PO6 1UJ",South East Englasd,Hampshire,SSE,Permanent,"Energy, Oil & Gas Jobs",546948_1698283118,Overtime & Standby payments
21,Land Consents Manager,25 October 2023,"£39,415 to £50,611 per year",Full time,24 November 2023,"Portsmouth, Hampshire, PO6 1UJ",South East Englasd,Hampshire,SSE,Permanent,"Energy, Oil & Gas Jobs",547187_1698241335,Car Allowance
22,Shift Leader,25 October 2023,Not specified,Part time,24 November 2023,"Southampton, SO14 7DT",South East Englasd,Hampshire,Caffe Nero Group Ltd,Permanent,"Energy, Oil & Gas Jobs",cn-14843,£10.60
23,Operations Supervisor,25 October 2023,Not specified,Full time,24 November 2023,"Fareham, PO16 8TB",South East Englasd,Hampshire,National Express,Permanent,"Energy, Oil & Gas Jobs",NX-488,"£28,228.00 per annum"
24,Tesco Shift Leader - Days - Fair Oak Esso Express - Part Time,24 October 2023,Not specified,Part time,19 November 2023,"Eastleigh, Hampshire, so50 7hd",South East Englasd,Hampshire,Tesco,Temporary,"Energy, Oil & Gas Jobs",tesco/TP/14151017/852109/0,Competitive
25,Tesco Shift Leader - Days - Andover Weyhill Rd Express,23 October 2023,Not specified,Full time,18 November 2023,"Andover, Hampshire, SP10 3BG",South East Englasd,Hampshire,Tesco,Temporary,"Energy, Oil & Gas Jobs",tesco/TP/2349/851967/0,Competitive
26,Tesco Shift Leader - Days - Andover Weyhill Rd Express,23 October 2023,Not specified,Full time,18 November 2023,"Andover, Hampshire, SP10 3BG",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/2349/851968/0,Competitive
27,Tesco Shift Leader - Days - Lyndhurst Express,23 October 2023,Not specified,Full time,22 November 2023,"Lyndhurst, Hampshire, SO43 7BH",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/10788718/851867/0,Competitive
28,Tesco Shift Leader - Days,20 October 2023,Not specified,Part time,19 November 2023,"Basingstoke, Hampshire, RG23 7FG",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/12224181/851539,Competitive – see full advert details
29,Supervisor,20 October 2023,£10.72 per hour,Part time,16 November 2023,SO50 7AL,South East Englasd,Hampshire,Southern Co-op,Permanent,"Energy, Oil & Gas Jobs",18824,None
30,Night Shift Supervisor,20 October 2023,Not specified,Full time,19 November 2023,"Fareham, PO16 8TB",South East Englasd,Hampshire,National Express,Permanent,"Energy, Oil & Gas Jobs",NX-470,"£31,336 per annum"
31,Shift Leader,16 October 2023,Not specified,Full time,15 November 2023,"Romsey, SO51 8NB",South East Englasd,Hampshire,Caffe Nero Group Ltd,Permanent,"Energy, Oil & Gas Jobs",cn-14601,£10.60
32,Apprentice Kitchen Shift Leader,13 October 2023,£321.6 per week,Full time,12 November 2023,SP10 1NY,South East Englasd,Hampshire,Lifetime Training,Apprenticeship,"Energy, Oil & Gas Jobs",VA/238063-378531,None
33,Tesco Shift Leader - Days - Kempshott Express,13 October 2023,Not specified,Full time,12 November 2023,"Basingstoke, Hampshire, RG22 5NZ",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/656/850408/0,Competitive
34,Contingent Reactive Supervisor,12 October 2023,None,Full time,11 November 2023,GU179JU,South East Englasd,Hampshire,Morson Talent,Contract,"Energy, Oil & Gas Jobs",224650CC2-44957,None
35,Tesco Shift Leader - Days - Basingstoke Oakridge Rd Express,12 October 2023,Not specified,Full time,08 November 2023,"Basingstoke, Hampshire, RG21 2SG",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/1834194/850257/0,Competitive
36,Housekeeping Supervisor,10 October 2023,£10.18 to £10.72 per hour,Full time,09 November 2023,PO15 7AJ,South East Englasd,Hampshire,Daniel Thwaites PLC,Permanent,"Energy, Oil & Gas Jobs",acef9368ac8c4c89bada,Competitive Salary
37,Tesco Shift Leader - Days,10 October 2023,Not specified,Part time,09 November 2023,"Basingstoke, Hampshire, RG21",South East Englasd,Hampshire,Tesco,Permanent,"Energy, Oil & Gas Jobs",tesco/TP/12224181/849887,Competitive – see full advert details
38,Voids Supervisor,09 October 2023,"£33,000 to £35,000 per year",Full time,08 November 2023,GU11 1EP,South East Englasd,Hampshire,Build Recruitment,Permanent,"Energy, Oil & Gas Jobs",28372-9788,None
39,Shift Leader,09 October 2023,Not specified,Full time,08 November 2023,"Petersfield, GU32 3HR",South East Englasd,Hampshire,Caffe Nero Group Ltd,Permanent,"Energy, Oil & Gas Jobs",cn-14379,£10.60
40,Supervisor,08 October 2023,"£38,000 to £40,000 per year",Full time,07 November 2023,GU11 1UG,South East Englasd,Hampshire,Build Recruitment,Permanent,"Energy, Oil & Gas Jobs",26800jhsd-9788,None
1,Junior Fundraising Copywriting Intern,07 November 2023,"£21,500 per year",Full time,13 November 2023,"Andover, Hampshire",South East Englasd,Hampshire,Macular Society,Temporary,"PR, Advertising & Marketing Jobs",,None
2,Online Service Colleague - Nights,07 November 2023,None,Part time,20 November 2023,SO14 7EG,South East Englasd,Hampshire,Asda,Contract,"PR, Advertising & Marketing Jobs",89957,None
3,Online Service Colleague - Days,04 November 2023,None,Part time,11 November 2023,SO14 7EG,South East Englasd,Hampshire,Asda,Contract,"PR, Advertising & Marketing Jobs",89694,None
4,Membership Sales Advisor,03 November 2023,£10.5 per hour,Full time,03 December 2023,RG24 8FY,South East Englasd,Hampshire,The QHotels Collection,Permanent,"PR, Advertising & Marketing Jobs",5447da257e904a0cba73,£10.50 per hour plus commission
5,Online Service Colleague - Days,03 November 2023,None,Part time,17 November 2023,PO14 1TT,South East Englasd,Hampshire,Asda,Contract,"PR, Advertising & Marketing Jobs",89560,None
6,Online Service Colleague - Nights,03 November 2023,None,Part time,17 November 2023,PO14 1TT,South East Englasd,Hampshire,Asda,Contract,"PR, Advertising & Marketing Jobs",89559,None
7,Foot Canvasser,29 October 2023,£500 to £800 per week,Full time,28 November 2023,PO1,South East Englasd,Hampshire,Anglian Home Improvements,Contract,"PR, Advertising & Marketing Jobs",LJ1003215525-21481,None
8,eCommerce Content Manager,25 October 2023,"£50,000 to £60,000 per year",Full time,15 November 2023,"Farnborough, Hampshire, GU14 6XW",South East Englasd,Hampshire,Randstad CPE,Contract,"PR, Advertising & Marketing Jobs",PR-1178201_1698229420,None
9,Creative Content Marketing Executive,25 October 2023,"£35,000 to £39,000 per year",Full time,24 November 2023,"Fareham, PO16 0UT",South East Englasd,Hampshire,Career Kinetics Limited,Permanent,"PR, Advertising & Marketing Jobs",GL-CK-CCME,None
10,Customer Experience Advisor,24 October 2023,Not specified,Full time,17 November 2023,"Aldershot, GU11 2BE",South East Englasd,Hampshire,Serco Limited,Permanent,"PR, Advertising & Marketing Jobs",289954-42005692,£25000-27500 per annum
11,Online Service Colleague - Nights,21 October 2023,None,Part time,17 November 2023,SO53 3YJ,South East Englasd,Hampshire,Asda,Contract,"PR, Advertising & Marketing Jobs",88338,None
12,Sales Associate - Ernest Jones - Permanent - Part Time,16 October 2023,Not specified,Part time,15 November 2023,"FAREHAM, PO15 7PD",South East Englasd,Hampshire,Signet Jewelers,Permanent,"PR, Advertising & Marketing Jobs",signet-16487,"Competitive salary plus bonuses, benefits & staff discount"
13,Digital Marketing Executive,13 October 2023,"£24,000 to £26,000 per year",Full time,12 November 2023,sp10 1lj,South East Englasd,Hampshire,Personnel Selection,Permanent,"PR, Advertising & Marketing Jobs",250215/17-7519,None
14,Temporary Christmas Sales Associate - H.Samuel - Part Time,12 October 2023,Not specified,Part time,11 November 2023,"Southampton, SO15 1QE",South East Englasd,Hampshire,Signet Jewelers,Contract,"PR, Advertising & Marketing Jobs",signet-16455,Competitive salary and great staff discount. Bonus available on completion of contract.
15,Membership Sales Advisor (Full time or Part time),12 October 2023,£10.5 per hour,Full time,11 November 2023,RG24 8FY,South East Englasd,Hampshire,The QHotels Collection,Permanent,"PR, Advertising & Marketing Jobs",d362b7ca237c4de68868,£10.50 per hour plus commission
16,Corporate Communications Officer,11 October 2023,None,Full time,10 November 2023,"Portsmouth, po1 2ep",South East Englasd,Hampshire,Portsmouth City Council,Permanent,"PR, Advertising & Marketing Jobs",2062,None
17,Temporary Christmas Sales Associate - H.Samuel - Part Time,10 October 2023,Not specified,Part time,09 November 2023,"Basingstoke, RG21 7JY",South East Englasd,Hampshire,Signet Jewelers,Contract,"PR, Advertising & Marketing Jobs",signet-16438,Competitive salary and great staff discount. Bonus available on completion of contract.
18,Joinery Commercial Manager,10 October 2023,"£50,000 to £60,000 per year",Full time,08 November 2023,"Basingstoke, Southern, RG21",South East Englasd,Hampshire,Broadreach Recruitment ltd,Permanent,"PR, Advertising & Marketing Jobs",50243310,None
1,Residential Property Solicitor - Head of Department,06 November 2023,"£60,000.00 to £70,000.00 per year",Full time,06 December 2023,"Southampton, Hampshire, SO15 2NP",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96857_1699261655,None
2,Residential Property Solicitor - Head of Department,03 November 2023,"£60,000.00 to £70,000.00 per year",Full time,03 December 2023,"Southampton, Hampshire, SO15 2NP",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96857_1699003412,None
3,Real Estate Lawyer,02 November 2023,"£45,000.00 to £65,000.00 per year",Full time,02 December 2023,"Farnborough, Hampshire, GU14 7NL",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96757_1698918334,None
4,Commercial Property Solicitor,02 November 2023,None,Full time,02 December 2023,"Romsey, Hampshire, SO51 8DU",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96557_1698918445,None
5,Commercial Lawyer NQ,02 November 2023,None,Full time,02 December 2023,"Southampton, Hampshire, SO15 1AL",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96549_1698918678,None
6,Residential Property Solicitor - Head of Department,02 November 2023,"£60,000.00 to £70,000.00 per year",Full time,02 December 2023,"Southampton, Hampshire, SO15 2NP",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96857_1698925400,None
7,Private Client Lawyer,01 November 2023,"£55,000.00 per year",Full time,01 December 2023,"Winchester, Hampshire, SO23 9HF",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96769_1698828197,None
8,Private Client Senior Lawyer,01 November 2023,"£50,000 to £70,000 per year",Full time,01 December 2023,"Farnborough, Hampshire, GU14 6XR",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96783_1698827906,None
9,Store Protection Officer,31 October 2023,None,Full time,27 November 2023,PO9 1AF,South East Englasd,Hampshire,Mitie,Permanent,Legal Jobs,42204,None
10,Twi Interpreters & Translators,30 October 2023,£35.00 per hour,Part time,29 November 2023,"Southampton, Hampshire",South East Englasd,Hampshire,Green Translations Ltd,Contract,Legal Jobs,,None
11,Travel Lawyer,26 October 2023,"£45,000 to £70,000 per year",Full time,25 November 2023,"Eastleigh, Hampshire, SO53 3LG",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96711_1698307099,None
12,Travel Lawyer,25 October 2023,"£45,000 to £70,000 per year",Full time,24 November 2023,"Eastleigh, Hampshire, SO53 3LG",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96711_1698220699,None
13,Senior Quantity Surveyor,24 October 2023,"£55,000 per year",Full time,22 November 2023,"Liss, Hampshire, GU33 6EL",South East Englasd,Hampshire,Landmarc Support Services,Permanent,Legal Jobs,landmarc/TP/58/457,Competitive
14,Family Lawyer,20 October 2023,"£65,000.00 per year",Full time,19 November 2023,"Petersfield, Hampshire, GU32 3AE",South East Englasd,Hampshire,Search Consultancy LTD,Permanent,Legal Jobs,BBBH96911_1697817869,None
